ts,temp_c,humidity_pct,door_open,power_ok
2690,4.030,45.2,0,1
2700,4.010,45.0,0,1
2710,3.970,45.1,0,1
2720,4.030,45.1,0,1
2730,3.990,45.2,0,1
2740,4.050,45.0,0,1
2750,4.020,44.5,0,1
2760,3.990,45.1,0,1
2770,3.950,44.7,0,1
2780,4.050,44.8,0,1
2790,3.970,45.3,0,1
2800,4.000,44.7,0,1
2810,3.990,45.4,0,1
2820,3.970,44.7,0,1
2830,4.040,45.5,0,1
2840,3.970,45.2,0,1
2850,4.000,44.6,0,1
2860,3.970,44.9,0,1
2870,4.000,44.8,0,1
2880,3.980,44.7,0,1
2890,3.950,44.5,0,1
2900,3.990,45.4,0,1
2910,4.040,45.4,0,1
2920,4.040,44.8,0,1
2930,3.980,45.3,0,1
2940,3.980,44.6,0,1
2950,4.010,45.5,0,1
2960,4.010,44.9,0,1
2970,3.950,45.5,0,1
2980,4.050,44.8,0,1
2990,4.000,44.6,0,1
3000,3.990,45.2,0,1
3010,3.970,44.8,0,1
3020,4.020,45.5,0,1
3030,4.000,44.9,0,1
3040,4.040,44.5,0,1
3050,4.050,45.5,0,1
3060,3.980,44.8,0,1
3070,4.000,44.9,0,1
3080,3.980,45.1,0,1
3090,3.990,44.8,0,1
3100,3.980,44.5,0,1
3110,3.960,45.3,0,1
3120,4.040,44.7,0,1
3130,4.050,44.5,0,1
3140,3.980,44.8,0,1
3150,4.010,45.3,0,1
3160,4.050,45.0,0,1
3170,4.010,44.7,0,1
3180,4.050,44.8,0,1
3190,3.950,45.2,0,1
3200,4.010,45.4,0,1
3210,3.960,45.1,0,1
3220,3.970,44.8,0,1
3230,4.020,45.4,0,1
3240,3.960,45.0,0,1
3250,3.960,44.9,0,1
3260,4.000,44.5,0,1
3270,3.980,44.5,0,1
3280,4.000,45.2,0,1
3290,4.010,45.4,0,1
3300,3.970,45.2,0,1
3310,4.050,44.5,0,1
3320,3.950,45.3,0,1
3330,4.040,44.7,0,1
3340,3.990,45.2,0,1
3350,4.010,45.1,0,1
3360,3.950,44.5,0,1
3370,3.960,44.8,0,1
3380,4.000,45.0,0,1
3390,4.040,44.6,0,1
3400,3.980,45.0,0,1
3410,4.040,45.1,0,1
3420,4.010,45.3,0,1
3430,3.950,45.1,0,1
3440,4.050,44.6,0,1
3450,3.990,45.2,0,1
3460,3.960,44.6,0,1
3470,3.960,45.2,0,1
3480,3.960,45.4,0,1
3490,4.030,44.5,0,1
3500,3.960,45.4,0,1
3510,3.970,45.5,0,1
3520,3.950,44.5,0,1
3530,4.010,44.6,0,1
3540,3.960,45.2,0,1
3550,3.990,45.3,0,1
3560,4.030,45.3,0,1
3570,4.030,44.7,0,1
3580,3.980,45.2,0,1
3590,4.000,45.2,0,1
3600,3.970,45.5,0,1
3610,3.950,45.3,0,1
3620,3.960,45.1,0,1
3630,4.020,45.5,0,1
3640,3.970,44.8,0,1
3650,4.020,45.0,0,1
3660,3.960,45.0,0,1
3670,4.020,44.9,0,1
3680,3.980,44.7,0,1
3690,4.050,44.8,0,1
3700,3.990,44.6,0,1
3710,4.010,45.0,0,1
3720,3.990,44.9,0,1
3730,4.020,45.0,0,1
3740,3.970,44.9,0,1
3750,4.050,45.2,0,1
3760,3.960,45.0,0,1
3770,4.040,44.9,0,1
3780,4.040,45.3,0,1
3790,4.050,44.7,0,1
3800,4.010,45.5,0,1
3810,4.050,45.5,0,1
3820,3.950,45.3,0,1
3830,3.950,45.1,0,1
3840,4.010,44.8,0,1
3850,4.050,45.4,0,1
3860,3.960,45.2,0,1
3870,3.970,45.1,0,1
3880,4.050,44.8,0,1
3890,4.020,45.4,0,1
3900,3.960,45.5,0,1
3910,3.960,44.5,0,1
3920,3.960,45.2,0,1
3930,4.030,44.9,0,1
3940,3.960,45.2,0,1
3950,3.950,44.6,0,1
3960,4.040,44.6,0,1
3970,4.040,45.4,0,1
3980,4.020,44.7,0,1
3990,4.030,44.8,0,1
4000,3.970,45.0,0,1
4010,4.030,44.7,0,1
4020,4.050,44.7,0,1
4030,3.980,45.3,0,1
4040,4.050,44.9,0,1
4050,3.950,45.4,0,1
4060,3.960,45.4,0,1
4070,4.020,44.8,0,1
4080,4.050,44.5,0,1
4090,4.030,45.0,0,1
4100,4.020,44.9,0,1
4110,4.010,45.2,0,1
4120,3.980,45.4,0,1
4130,4.030,45.4,0,1
4140,4.020,45.1,0,1
4150,3.990,45.2,0,1
4160,4.030,44.5,0,1
4170,3.950,44.9,0,1
4180,4.050,45.1,0,1
4190,3.980,44.7,0,1
4200,4.000,45.5,0,1
4210,3.970,45.5,0,1
4220,3.970,44.6,0,1
4230,4.000,45.0,0,1
4240,4.050,45.2,0,1
4250,4.000,45.4,0,1
4260,3.950,44.9,0,1
4270,3.980,44.8,0,1
4280,4.020,44.6,0,1
4290,3.990,45.1,0,1
4300,4.000,45.4,0,1
4310,4.050,44.6,0,1
4320,3.980,44.6,0,1
4330,4.040,45.0,0,1
4340,4.040,45.1,0,1
4350,3.980,45.4,0,1
4360,3.950,45.4,0,1
4370,3.970,45.5,0,1
4380,3.980,45.2,0,1
4390,3.970,44.9,0,1
4400,4.050,44.8,0,1
4410,3.980,44.5,0,1
4420,3.950,45.1,0,1
4430,4.000,44.8,0,1
4440,4.000,44.5,0,1
4450,4.050,45.0,0,1
4460,3.980,45.2,0,1
4470,3.950,44.7,0,1
4480,4.030,45.1,0,1
4490,4.000,45.5,0,1
4500,3.980,44.5,0,1
4510,3.980,44.9,0,1
4520,3.980,45.0,0,1
4530,4.000,45.0,0,1
4540,3.970,45.0,0,1
4550,3.990,45.4,0,1
4560,3.950,44.6,0,1
4570,3.990,44.8,0,1
4580,4.030,45.1,0,1
4590,3.980,44.5,0,1
4600,4.010,44.8,0,1
4610,3.960,44.6,0,1
4620,3.980,45.3,0,1
4630,3.990,44.6,0,1
4640,4.020,45.1,0,1
4650,3.980,45.5,0,1
4660,3.950,44.7,0,1
4670,3.970,44.6,0,1
4680,4.020,44.9,0,1
4690,4.000,45.0,0,1
4700,4.000,45.0,0,1
4710,4.040,45.4,0,1
4720,3.980,45.3,0,1
4730,4.000,45.5,0,1
4740,4.040,45.1,0,1
4750,4.030,44.6,0,1
4760,4.010,44.6,0,1
4770,4.000,44.6,0,1
4780,4.000,44.8,0,1
4790,3.990,45.1,0,1
4800,3.960,44.6,0,1
4810,3.970,45.2,0,1
4820,4.050,45.4,0,1
4830,3.960,45.3,0,1
4840,3.970,45.0,0,1
4850,4.050,45.2,0,1
4860,4.000,44.5,0,1
4870,4.030,45.4,0,1
4880,3.960,44.8,0,1
4890,3.990,44.9,0,1
4900,3.970,45.0,0,1
4910,4.000,45.2,0,1
4920,3.960,44.8,0,1
4930,4.020,45.3,0,1
4940,3.960,44.8,0,1
4950,3.980,44.9,0,1
4960,3.960,45.4,0,1
4970,4.040,45.1,0,1
4980,3.950,45.1,0,1
4990,4.000,45.1,0,1
5000,3.980,44.7,0,1
5010,3.960,45.0,0,1
5020,3.990,45.3,0,1
5030,4.020,44.7,0,1
5040,4.050,44.5,0,1
5050,4.020,44.5,0,1
5060,4.040,44.8,0,1
5070,3.980,45.1,0,1
5080,4.000,44.5,0,1
5090,3.990,45.3,0,1
5100,3.980,44.5,0,1
5110,4.010,45.4,0,1
5120,3.980,44.8,0,1
5130,4.020,45.1,0,1
5140,4.030,44.6,0,1
5150,4.020,45.3,0,1
5160,4.010,45.5,0,1
5170,3.990,45.1,0,1
5180,3.950,45.2,0,1
5190,4.040,45.4,0,1
5200,3.990,44.6,0,1
5210,3.990,45.3,0,1
5220,3.960,44.7,0,1
5230,3.990,44.5,0,1
5240,3.950,44.7,0,1
5250,4.020,45.0,0,1
5260,3.960,44.5,0,1
5270,3.970,45.3,0,1
5280,4.010,45.0,0,1
5290,3.960,44.7,0,1
5300,4.030,45.3,0,1
5310,4.030,44.5,0,1
5320,4.050,44.5,0,1
5330,3.960,45.5,0,1
5340,4.020,45.5,0,1
5350,4.030,44.6,0,1
5360,3.990,45.0,0,1
5370,4.010,45.5,0,1
5380,3.960,44.9,0,1
5390,3.970,44.7,0,1
5400,3.980,45.0,0,1
5410,3.970,45.4,0,1
5420,3.990,45.3,0,1
5430,3.960,45.4,0,1
5440,4.030,44.5,0,1
5450,3.950,45.4,0,1
5460,3.950,44.6,0,1
5470,4.000,45.3,0,1
5480,4.040,44.5,0,1
5490,3.970,44.8,0,1
5500,4.030,45.2,0,1
5510,3.990,45.0,0,1
5520,4.040,45.5,0,1
5530,4.020,45.3,0,1
5540,4.040,45.2,0,1
5550,3.970,45.3,0,1
5560,3.990,44.5,0,1
5570,3.990,45.5,0,1
5580,3.980,44.5,0,1
5590,4.000,44.9,0,1
5600,4.030,44.5,0,1
5610,4.020,44.5,0,1
5620,4.050,45.4,0,1
5630,3.970,44.6,0,1
5640,3.970,44.5,0,1
5650,3.950,45.5,0,1
5660,4.010,45.1,0,1
5670,4.040,44.8,0,1
5680,3.970,45.5,0,1
5690,3.960,44.8,0,1
5700,3.970,44.7,0,1
5710,4.020,44.9,0,1
5720,3.950,45.3,0,1
5730,4.020,45.5,0,1
5740,4.000,44.9,0,1
5750,4.050,45.4,0,1
5760,3.980,44.7,0,1
5770,4.050,45.5,0,1
5780,4.040,45.3,0,1
5790,4.050,44.5,0,1
5800,3.980,44.7,0,1
5810,4.040,45.1,0,1
5820,4.030,44.7,0,1
5830,3.970,45.0,0,1
5840,3.950,44.5,0,1
5850,4.010,44.7,0,1
5860,4.010,45.2,0,1
5870,4.050,45.1,0,1
5880,4.030,45.1,0,1
5890,4.020,45.3,0,1
5900,4.000,45.5,0,1
5910,4.050,45.4,0,1
5920,3.990,44.6,0,1
5930,3.950,44.6,0,1
5940,4.050,44.7,0,1
5950,4.020,45.5,0,1
5960,3.990,45.0,0,1
5970,3.980,45.4,0,1
5980,3.950,45.2,0,1
5990,3.960,44.6,0,1
6000,4.030,45.5,0,1
6010,4.040,45.0,0,1
6020,4.020,44.5,0,1
6030,4.000,45.1,0,1
6040,3.980,44.8,0,1
6050,4.030,45.0,0,1
6060,4.000,45.2,0,1
6070,3.970,45.1,0,1
6080,4.010,45.2,0,1
6090,3.990,44.7,0,1
6100,4.030,45.1,0,1
6110,3.970,44.9,0,1
6120,4.050,45.1,0,1
6130,4.020,45.3,0,1
6140,3.990,44.5,0,1
6150,4.000,45.5,0,1
6160,3.970,45.5,0,1
6170,4.050,44.9,0,1
6180,3.970,44.6,0,1
6190,4.050,44.5,0,1
6200,4.010,44.5,0,1
6210,4.010,44.6,0,1
6220,3.990,45.3,0,1
6230,3.970,45.3,0,1
6240,3.980,44.8,0,1
6250,4.040,45.4,0,1
6260,4.030,45.5,0,1
6270,4.030,44.5,0,1
6280,3.970,45.0,0,1
6290,4.020,44.9,0,1
6300,3.970,45.2,0,1
6310,4.050,44.7,0,1
6320,4.010,44.7,0,1
6330,4.000,45.4,0,1
6340,3.990,45.1,0,1
6350,4.030,44.8,0,1
6360,4.010,45.0,0,1
6370,4.030,45.4,0,1
6380,3.960,44.5,0,1
6390,4.030,45.0,0,1
6400,3.960,44.7,0,1
6410,4.000,45.3,0,1
6420,4.020,45.1,0,1
6430,4.010,44.6,0,1
6440,4.020,45.4,0,1
6450,4.040,45.2,0,1
6460,4.000,44.8,0,1
6470,4.040,44.5,0,1
6480,4.000,45.0,0,1
6490,4.050,44.8,0,1
6500,4.030,45.5,0,1
6510,4.020,45.5,0,1
6520,4.030,45.4,0,1
6530,4.000,45.5,0,1
6540,4.000,45.0,0,1
6550,4.040,45.4,0,1
6560,3.960,44.7,0,1
6570,3.990,44.9,0,1
6580,4.040,44.6,0,1
6590,4.010,45.1,0,1
6600,4.030,45.2,0,1
6610,4.010,45.3,0,1
6620,4.030,44.6,0,1
6630,3.950,44.5,0,1
6640,4.030,44.8,0,1
6650,4.030,44.9,0,1
6660,3.990,44.8,0,1
6670,3.960,45.5,0,1
6680,3.960,45.3,0,1
6690,3.990,45.0,0,1
6700,3.990,45.2,0,1
6710,4.040,44.6,0,1
6720,4.040,45.4,0,1
6730,3.980,45.0,0,1
6740,3.980,44.8,0,1
6750,4.020,44.5,0,1
6760,4.020,44.9,0,1
6770,4.010,45.3,0,1
6780,3.950,45.2,0,1
6790,4.020,45.0,0,1
6800,3.970,45.0,0,1
6810,4.020,44.8,0,1
6820,4.020,44.7,0,1
6830,3.980,45.1,0,1
6840,4.020,45.3,0,1
6850,4.050,45.5,0,1
6860,4.000,45.3,0,1
6870,3.990,44.7,0,1
6880,3.950,45.0,0,1
6890,4.050,44.9,0,1
6900,4.040,45.1,0,1
6910,3.950,45.0,0,1
6920,4.010,44.5,0,1
6930,4.010,44.7,0,1
6940,3.950,45.4,0,1
6950,3.990,44.9,0,1
6960,4.010,45.1,0,1
6970,4.020,45.3,0,1
6980,3.970,44.9,0,1
6990,4.050,44.5,0,1
7000,3.970,45.3,0,1
7010,3.980,45.2,0,1
7020,4.040,45.0,0,1
7030,4.020,45.1,0,1
7040,4.040,44.5,0,1
7050,4.000,44.5,0,1
7060,3.970,44.6,0,1
7070,4.040,44.6,0,1
7080,3.950,45.0,0,1
7090,3.990,45.2,0,1
7100,4.010,44.8,0,1
7110,3.970,44.9,0,1
7120,3.960,44.5,0,1
7130,4.050,45.0,0,1
7140,4.010,44.9,0,1
7150,3.980,45.2,0,1
7160,4.010,44.6,0,1
7170,3.970,45.4,0,1
7180,3.950,45.5,0,1
7190,4.050,44.8,0,1
7200,3.990,44.7,0,1
7210,3.970,45.3,0,1
7220,3.990,45.0,0,1
7230,4.040,44.5,0,1
7240,4.010,45.3,0,1
7250,4.000,45.4,0,1
7260,4.010,45.3,0,1
7270,3.960,45.5,0,1
7280,3.960,44.6,0,1
7290,4.050,45.3,0,1
7300,3.950,45.2,0,1
7310,4.040,45.2,0,1
7320,4.030,44.6,0,1
7330,4.030,45.3,0,1
7340,4.040,44.6,0,1
7350,3.950,44.7,0,1
7360,4.040,45.4,0,1
7370,4.050,45.2,0,1
7380,4.040,45.2,0,1
7390,4.040,44.9,0,1
7400,3.950,45.2,0,1
7410,3.980,45.5,0,1
7420,3.980,45.0,0,1
7430,3.980,44.7,0,1
7440,4.000,45.2,0,1
7450,3.950,44.8,0,1
7460,3.970,45.5,0,1
7470,4.050,45.1,0,1
7480,3.980,44.8,0,1
7490,4.010,45.0,0,1
7500,3.950,45.3,0,1
7510,4.050,44.5,0,1
7520,4.030,45.3,0,1
7530,4.000,45.3,0,1
7540,4.050,44.7,0,1
7550,4.000,44.9,0,1
7560,3.970,44.7,0,1
7570,4.030,45.5,0,1
7580,3.980,44.5,0,1
7590,4.020,44.5,0,1
7600,4.040,45.2,0,1
7610,4.020,44.9,0,1
7620,4.000,45.1,0,1
7630,3.950,45.0,0,1
7640,4.050,44.8,0,1
7650,4.000,45.1,0,1
7660,4.050,44.5,0,1
7670,4.040,45.4,0,1
7680,3.960,45.0,0,1
7690,3.960,44.7,0,1
7700,4.030,45.1,0,1
7710,3.970,45.0,0,1
7720,3.990,44.8,0,1
7730,4.040,44.9,0,1
7740,4.030,45.1,0,1
7750,3.970,45.0,0,1
7760,3.950,45.5,0,1
7770,3.960,44.7,0,1
7780,4.040,44.6,0,1
7790,4.030,44.6,0,1
7800,3.970,44.8,0,1
7810,4.000,44.7,0,1
7820,3.950,44.6,0,1
7830,3.980,44.9,0,1
7840,3.970,45.2,0,1
7850,3.970,45.1,0,1
7860,3.980,44.7,0,1
7870,3.950,45.5,0,1
7880,3.980,45.4,0,1
7890,4.040,44.9,0,1
7900,4.040,45.2,0,1
7910,4.010,44.7,0,1
7920,3.950,45.4,0,1
7930,3.960,44.9,0,1
7940,4.040,44.8,0,1
7950,4.040,45.2,0,1
7960,3.990,45.5,0,1
7970,3.950,45.3,0,1
7980,3.990,45.0,0,1
7990,4.050,45.2,0,1
8000,3.960,45.5,0,1
8010,3.970,45.4,0,1
8020,4.020,45.4,0,1
8030,4.030,44.8,0,1
8040,4.050,45.2,0,1
8050,4.020,45.1,0,1
8060,4.040,44.5,0,1
8070,3.970,45.5,0,1
8080,4.040,45.2,0,1
8090,4.000,45.5,0,1
8100,3.970,45.5,0,1
8110,4.040,45.1,0,1
8120,4.020,44.7,0,1
8130,3.970,44.7,0,1
8140,4.040,45.0,0,1
8150,4.010,44.8,0,1
8160,4.000,44.9,0,1
8170,3.990,44.7,0,1
8180,4.040,44.5,0,1
8190,4.030,45.3,0,1
8200,4.040,45.3,0,1
8210,4.000,45.5,0,1
8220,4.040,45.3,0,1
8230,3.990,45.4,0,1
8240,3.980,44.9,0,1
8250,3.990,45.4,0,1
8260,4.030,45.1,0,1
8270,4.020,44.8,0,1
8280,3.980,45.2,0,1
8290,4.050,45.3,0,1
8300,4.030,45.2,0,1
8310,4.000,45.3,0,1
8320,3.970,45.2,0,1
8330,3.950,45.2,0,1
8340,4.040,44.6,0,1
8350,4.030,45.5,0,1
8360,4.020,44.7,0,1
8370,3.990,44.8,0,1
8380,3.960,44.9,0,1
8390,3.980,44.9,0,1
8400,4.050,45.4,0,1
8410,4.050,45.3,0,1
8420,4.040,45.5,0,1
8430,3.950,45.4,0,1
8440,4.040,45.0,0,1
8450,4.030,44.5,0,1
8460,3.980,44.5,0,1
8470,4.020,44.6,0,1
8480,4.050,45.2,0,1
8490,4.000,45.4,0,1
8500,4.020,44.7,0,1
8510,4.050,45.2,0,1
8520,4.010,45.5,0,1
8530,4.020,45.1,0,1
8540,4.020,44.6,0,1
8550,4.040,44.5,0,1
8560,4.050,45.4,0,1
8570,4.050,45.1,0,1
8580,4.040,44.5,0,1
8590,4.010,45.2,0,1
8600,3.970,45.4,0,1
8610,4.010,44.8,0,1
8620,4.050,45.2,0,1
8630,3.960,44.5,0,1
8640,4.020,44.5,0,1
8650,4.050,44.6,0,1
8660,3.960,45.5,0,1
8670,4.040,44.9,0,1
8680,4.050,44.7,0,1
8690,4.020,45.3,0,1
8700,4.040,45.1,0,1
8710,3.990,45.4,0,1
8720,3.990,44.5,0,1
8730,4.010,45.0,0,1
8740,3.980,45.1,0,1
8750,4.020,44.8,0,1
8760,3.980,45.4,0,1
8770,3.990,45.5,0,1
8780,4.020,45.2,0,1
8790,3.990,44.9,0,1
8800,3.980,44.9,0,1
8810,3.990,45.1,0,1
8820,4.010,44.8,0,1
8830,3.970,44.9,0,1
8840,3.950,44.6,0,1
8850,3.980,44.7,0,1
8860,3.990,44.5,0,1
8870,4.020,44.8,0,1
8880,4.050,44.8,0,1
8890,3.970,45.3,0,1
8900,4.050,45.5,0,1
8910,4.040,44.7,0,1
8920,3.980,44.8,0,1
8930,3.960,44.6,0,1
8940,4.040,45.5,0,1
8950,3.980,45.0,0,1
8960,4.020,45.0,0,1
8970,4.030,45.4,0,1
8980,3.950,44.8,0,1
8990,4.050,45.1,0,1
9000,4.020,45.4,0,1
9010,4.000,45.0,0,1
9020,4.010,45.5,0,1
9030,4.000,45.0,0,1
9040,3.960,45.5,0,1
9050,4.040,44.5,0,1
9060,4.010,45.3,0,1
9070,4.020,44.8,0,1
9080,3.950,45.0,0,1
9090,4.010,44.6,0,1
9100,4.000,45.2,0,1
9110,4.010,44.7,0,1
9120,3.970,45.2,0,1
9130,3.960,45.2,0,1
9140,4.040,44.7,0,1
9150,3.980,44.5,0,1
9160,4.010,44.9,0,1
9170,4.020,44.6,0,1
9180,4.010,45.2,0,1
9190,4.020,45.5,0,1
9200,4.050,45.4,0,1
9210,4.050,45.5,0,1
9220,4.000,44.9,0,1
9230,4.050,45.2,0,1
9240,4.040,44.8,0,1
9250,3.990,45.2,0,1
9260,4.020,45.3,0,1
9270,3.990,45.4,0,1
9280,3.980,44.5,0,1
9290,4.000,44.7,0,1
9300,3.960,45.2,0,1
9310,3.960,45.2,0,1
9320,3.980,45.4,0,1
9330,3.980,44.8,0,1
9340,3.950,44.7,0,1
9350,4.000,44.5,0,1
