ts,temp_c,humidity_pct,door_open,power_ok
29340,4.086,44.7,0,1
29400,4.126,45.1,0,1
29460,4.096,45.3,0,1
29520,4.187,44.9,0,1
29580,4.177,44.5,0,1
29640,4.097,45.3,0,1
29700,4.157,44.7,0,1
29760,4.088,45.1,0,1
29820,4.148,44.6,0,1
29880,4.118,45.5,0,1
29940,4.089,45.5,0,1
30000,4.179,45.3,0,1
30060,4.179,44.9,0,1
30120,4.089,45.1,0,1
30180,4.130,45.1,0,1
30240,4.170,45.3,0,1
30300,4.190,45.3,0,1
30360,4.141,44.9,0,1
30420,4.091,45.1,0,1
30480,4.111,44.9,0,1
30540,4.111,44.6,0,1
30600,4.132,45.0,0,1
30660,4.152,45.2,0,1
30720,4.132,45.4,0,1
30780,4.133,44.8,0,1
30840,4.093,45.4,0,1
30900,4.153,45.1,0,1
30960,4.173,44.5,0,1
31020,4.094,44.6,0,1
31080,4.104,45.1,0,1
31140,4.134,44.5,0,1
31200,4.184,44.5,0,1
31260,4.155,44.7,0,1
31320,4.145,44.6,0,1
31380,4.175,44.5,0,1
31440,4.106,45.4,0,1
31500,4.146,45.4,0,1
31560,4.136,45.5,0,1
31620,4.176,44.7,0,1
31680,4.107,45.4,0,1
31740,4.157,44.8,0,1
31800,4.127,45.5,0,1
31860,4.117,45.1,0,1
31920,4.198,45.1,0,1
31980,4.158,45.2,0,1
32040,4.148,45.4,0,1
32100,4.169,45.1,0,1
32160,4.149,44.8,0,1
32220,4.159,45.2,0,1
32280,4.139,45.1,0,1
32340,4.110,44.5,0,1
32400,4.100,45.1,0,1
32460,4.734,45.2,0,1
32520,5.267,45.3,0,1
32580,5.791,45.5,0,1
32640,6.264,44.6,0,1
32700,6.788,44.7,0,1
32760,7.392,45.5,0,1
32820,7.302,45.5,0,1
32880,7.312,44.6,0,1
32940,6.869,45.2,0,1
33000,6.306,44.7,0,1
33060,5.753,45.2,0,1
33120,5.250,44.6,0,1
33180,4.717,45.3,0,1
33240,4.134,45.1,0,1
33300,4.164,44.5,0,1
33360,4.154,44.7,0,1
33420,4.175,44.6,0,1
33480,4.135,44.6,0,1
33540,4.135,45.0,0,1
33600,4.156,45.2,0,1
33660,4.166,44.8,0,1
33720,4.126,45.5,0,1
33780,4.156,44.7,0,1
33840,4.147,44.6,0,1
33900,4.167,44.9,0,1
33960,4.187,45.1,0,1
34020,4.177,44.5,0,1
34080,4.118,45.5,0,1
34140,4.178,45.0,0,1
34200,4.158,45.0,0,1
34260,4.149,45.2,0,1
34320,4.149,44.6,0,1
34380,4.139,44.5,0,1
34440,4.199,45.4,0,1
34500,4.180,45.5,0,1
34560,4.160,45.1,0,1
34620,4.160,45.5,0,1
34680,4.211,45.5,0,1
34740,4.161,44.5,0,1
34800,4.191,45.3,0,1
34860,4.191,45.5,0,1
34920,4.162,45.3,0,1
34980,4.212,44.9,0,1
35040,4.182,45.4,0,1
35100,4.132,45.4,0,1
35160,4.173,44.5,0,1
35220,4.143,45.4,0,1
35280,4.143,44.6,0,1
35340,4.114,44.5,0,1
35400,4.174,45.3,0,1
35460,4.174,45.2,0,1
35520,4.214,44.7,0,1
35580,4.215,44.7,0,1
35640,4.195,45.4,0,1
35700,4.125,44.7,0,1
35760,4.156,44.6,0,1
35820,4.156,45.5,0,1
35880,4.146,44.8,0,1
35940,4.206,44.9,0,1
36000,4.217,45.4,0,1
36060,4.207,44.6,0,1
36120,4.117,45.3,0,1
36180,4.198,44.9,0,1
36240,4.178,44.5,0,1
36300,4.148,45.3,0,1
36360,4.218,44.5,0,1
36420,4.159,44.6,0,1
36480,4.129,45.5,0,1
36540,4.139,44.7,0,1
36600,4.219,45.5,0,1
36660,4.130,44.7,0,1
36720,4.130,45.3,0,1
36780,4.210,44.5,0,1
36840,4.121,45.2,0,1
36900,4.161,45.3,0,1
36960,4.181,45.4,0,1
37020,4.121,44.7,0,1
37080,4.162,45.5,0,1
37140,4.132,44.9,0,1
37200,4.122,44.6,0,1
37260,4.203,44.5,0,1
37320,4.133,44.7,0,1
37380,4.143,45.3,0,1
37440,4.213,44.7,0,1
37500,4.144,44.8,0,1
37560,4.134,45.4,0,1
37620,4.124,44.5,0,1
37680,4.144,44.8,0,1
37740,4.225,45.3,0,1
37800,4.175,45.1,0,1
37860,4.135,45.2,0,1
37920,4.136,44.9,0,1
37980,4.196,44.6,0,1
38040,4.216,45.2,0,1
38100,4.156,44.8,0,1
38160,4.207,44.8,0,1
38220,4.127,45.0,0,1
38280,4.137,44.6,0,1
38340,4.228,45.2,0,1
38400,4.148,44.9,0,1
38460,4.128,44.9,0,1
38520,4.168,45.5,0,1
38580,4.229,44.6,0,1
38640,4.129,44.6,0,1
38700,4.209,44.9,0,1
38760,4.229,45.3,0,1
38820,4.230,45.3,0,1
38880,4.230,44.7,0,1
38940,4.150,44.5,0,1
39000,4.161,45.2,0,1
39060,4.231,44.7,0,1
39120,4.151,45.2,0,1
39180,4.201,45.1,0,1
39240,4.182,44.7,0,1
39300,4.222,45.0,0,1
39360,4.182,45.2,0,1
39420,4.163,45.4,0,1
39480,4.143,45.2,0,1
39540,4.183,44.9,0,1
39600,4.143,44.8,0,1
39660,4.164,45.4,0,1
39720,4.134,45.5,0,1
39780,4.164,44.5,0,1
39840,4.224,45.1,0,1
39900,4.135,45.3,0,1
39960,4.205,44.8,0,1
40020,4.145,45.1,0,1
40080,4.236,45.2,0,1
40140,4.146,44.7,0,1
40200,4.166,45.3,0,1
40260,4.176,44.9,0,1
40320,4.197,44.6,0,1
40380,4.237,45.0,0,1
40440,4.167,45.5,0,1
40500,4.197,45.3,0,1
40560,4.178,44.8,0,1
40620,4.138,45.5,0,1
40680,4.178,45.4,0,1
40740,4.199,44.8,0,1
40800,4.149,44.6,0,1
40860,4.239,45.5,0,1
40920,4.149,45.4,0,1
40980,4.190,44.7,0,1
41040,4.180,45.5,0,1
41100,4.140,44.6,0,1
41160,4.191,45.4,0,1
41220,4.211,45.3,0,1
41280,4.211,44.5,0,1
41340,4.151,45.5,0,1
41400,4.162,45.2,0,1
41460,4.192,44.8,0,1
41520,4.152,44.9,0,1
41580,4.143,44.7,0,1
41640,4.183,45.1,0,1
41700,4.203,45.2,0,1
41760,4.223,45.1,0,1
41820,4.194,44.9,0,1
41880,4.224,45.3,0,1
41940,4.214,44.8,0,1
42000,4.214,45.1,0,1
42060,4.185,45.0,0,1
42120,4.245,45.2,0,1
42180,4.215,44.6,0,1
42240,4.246,44.8,0,1
42300,4.216,44.9,0,1
42360,4.176,45.4,0,1
42420,4.216,45.4,0,1
42480,4.197,44.5,0,1
42540,4.167,44.7,0,1
42600,4.227,45.1,0,1
42660,4.147,45.3,0,1
42720,4.238,45.3,0,1
42780,4.188,44.9,0,1
42840,4.208,45.4,0,1
42900,4.159,45.2,0,1
42960,4.219,45.4,0,1
43020,4.249,45.1,0,1
43080,4.219,45.2,0,1
43140,4.210,45.4,0,1
43200,4.170,45.2,0,1
43260,4.200,44.5,0,1
43320,4.211,45.2,0,1
43380,4.191,45.2,0,1
43440,4.171,45.3,0,1
43500,4.221,45.5,0,1
43560,4.252,45.0,0,1
43620,4.212,45.1,0,1
43680,4.212,44.5,0,1
43740,4.183,45.2,0,1
43800,4.163,45.0,0,1
43860,4.213,45.5,0,1
43920,4.173,45.2,0,1
43980,4.254,45.1,0,1
44040,4.224,45.3,0,1
44100,4.214,45.5,0,1
44160,4.194,44.7,0,1
44220,4.195,45.2,0,1
44280,4.225,44.5,0,1
44340,4.195,44.5,0,1
44400,4.216,45.2,0,1
44460,4.206,44.7,0,1
44520,4.156,45.5,0,1
44580,4.186,45.4,0,1
44640,4.217,45.3,0,1
44700,4.207,45.4,0,1
44760,4.157,44.7,0,1
44820,4.217,45.3,0,1
44880,4.208,44.7,0,1
44940,4.238,45.3,0,1
45000,4.188,44.5,0,1
45060,4.229,45.0,0,1
45120,4.199,45.2,0,1
45180,4.239,44.8,0,1
45240,4.169,44.5,0,1
45300,4.160,45.4,0,1
45360,4.200,45.5,0,1
45420,4.230,44.7,0,1
45480,4.241,44.7,0,1
45540,4.241,45.1,0,1
45600,4.201,45.5,0,1
45660,4.181,44.8,0,1
45720,4.162,45.2,0,1
45780,4.212,45.5,0,1
45840,4.252,45.1,0,1
45900,4.263,45.2,0,1
45960,4.183,44.9,0,1
46020,4.193,44.8,0,1
46080,4.163,44.8,0,1
46140,4.254,45.2,0,1
46200,4.214,44.8,0,1
46260,4.174,44.7,0,1
46320,4.184,45.0,0,1
46380,4.205,45.2,0,1
46440,4.215,45.5,0,1
46500,4.175,44.5,0,1
46560,4.206,45.3,0,1
46620,4.166,45.2,0,1
46680,4.226,45.1,0,1
46740,4.206,45.5,0,1
46800,4.257,45.1,0,1
46860,4.167,45.2,0,1
46920,4.167,44.7,0,1
46980,4.248,44.7,0,1
47040,4.268,45.1,0,1
47100,4.188,45.2,0,1
47160,4.268,45.0,0,1
47220,4.259,44.6,0,1
47280,4.199,45.4,0,1
47340,4.229,45.0,0,1
47400,4.219,44.6,0,1
47460,4.190,45.5,0,1
47520,4.260,45.5,0,1
47580,4.240,45.3,0,1
47640,4.231,45.4,0,1
47700,4.251,44.9,0,1
47760,4.231,45.4,0,1
47820,4.181,44.5,0,1
47880,4.192,44.9,0,1
47940,4.262,45.4,0,1
48000,4.262,44.6,0,1
48060,4.253,45.1,0,1
48120,4.223,44.9,0,1
48180,4.273,45.5,0,1
48240,4.233,45.0,0,1
48300,4.264,44.6,0,1
48360,4.184,44.6,0,1
48420,4.204,45.5,0,1
48480,4.274,45.0,0,1
48540,4.205,45.3,0,1
48600,4.255,45.5,0,1
48660,4.235,44.9,0,1
48720,4.216,44.6,0,1
48780,4.226,44.7,0,1
48840,4.196,45.1,0,1
48900,4.206,45.3,0,1
48960,4.207,45.2,0,1
49020,4.197,44.8,0,1
49080,4.177,44.9,0,1
49140,4.237,45.1,0,1
49200,4.238,45.0,0,1
49260,4.248,44.5,0,1
49320,4.218,44.8,0,1
49380,4.229,44.8,0,1
49440,4.219,45.4,0,1
49500,4.279,45.0,0,1
49560,4.259,44.9,0,1
49620,4.270,45.2,0,1
49680,4.210,45.2,0,1
49740,4.250,45.1,0,1
49800,4.281,44.9,0,1
49860,4.261,44.9,0,1
49920,4.271,44.5,0,1
49980,4.261,44.5,0,1
50040,4.272,45.2,0,1
50100,4.192,44.6,0,1
50160,4.232,45.4,0,1
50220,4.192,45.5,0,1
50280,4.243,44.7,0,1
50340,4.183,45.3,0,1
50400,4.203,44.8,0,1
50460,4.234,45.0,0,1
50520,4.214,45.2,0,1
50580,4.264,44.6,0,1
50640,4.194,44.9,0,1
50700,4.255,45.4,0,1
50760,4.255,44.8,0,1
50820,4.275,45.5,0,1
50880,4.246,45.4,0,1
50940,4.286,45.1,0,1
51000,4.206,44.9,0,1
51060,4.186,44.8,0,1
51120,4.217,44.5,0,1
51180,4.257,44.9,0,1
51240,4.227,45.4,0,1
51300,4.207,45.4,0,1
51360,4.248,45.5,0,1
51420,4.248,44.9,0,1
51480,4.188,44.7,0,1
51540,4.199,45.0,0,1
51600,4.199,45.3,0,1
51660,4.239,44.7,0,1
51720,4.289,44.5,0,1
51780,4.290,44.8,0,1
51840,4.280,45.1,0,1
51900,4.270,45.2,0,1
51960,4.271,44.9,0,1
52020,4.241,45.4,0,1
52080,4.221,45.2,0,1
52140,4.271,44.5,0,1
52200,4.212,44.6,0,1
52260,4.282,45.1,0,1
52320,4.292,44.5,0,1
52380,4.252,44.6,0,1
52440,4.243,45.3,0,1
52500,4.213,45.1,0,1
52560,4.213,44.5,0,1
52620,4.224,44.6,0,1
52680,4.214,44.6,0,1
52740,4.294,45.5,0,1
52800,4.214,44.6,0,1
52860,4.255,45.1,0,1
52920,4.245,44.7,0,1
52980,4.245,45.5,0,1
53040,4.246,45.3,0,1
53100,4.296,45.1,0,1
53160,4.296,45.1,0,1
53220,4.296,45.2,0,1
53280,4.267,45.3,0,1
53340,4.237,45.1,0,1
53400,4.247,45.3,0,1
53460,4.237,44.8,0,1
53520,4.298,44.6,0,1
53580,4.238,44.6,0,1
53640,4.258,44.5,0,1
53700,4.249,45.1,0,1
53760,4.249,45.0,0,1
53820,4.209,45.2,0,1
53880,4.289,45.1,0,1
53940,4.240,45.5,0,1
54000,4.230,45.0,0,1
54060,4.814,45.3,0,1
54120,5.357,45.1,0,1
54180,5.811,44.8,0,1
54240,6.404,44.8,0,1
54300,6.928,44.8,0,1
54360,7.452,45.0,0,1
54420,7.502,45.2,0,1
54480,7.462,44.5,0,1
54540,6.969,44.9,0,1
54600,6.416,45.3,0,1
54660,5.863,44.8,0,1
54720,5.340,44.9,0,1
54780,4.787,45.3,0,1
54840,4.214,45.0,0,1
54900,4.204,45.0,0,1
54960,4.234,44.6,0,1
55020,4.255,44.6,0,1
55080,4.275,44.8,0,1
55140,4.255,45.4,0,1
55200,4.266,45.5,0,1
55260,4.306,44.7,0,1
55320,4.256,44.5,0,1
55380,4.266,44.8,0,1
55440,4.287,45.4,0,1
55500,4.267,45.3,0,1
55560,4.287,45.1,0,1
55620,4.277,45.3,0,1
55680,4.238,44.7,0,1
55740,4.258,44.7,0,1
55800,4.308,44.9,0,1
